Area,Epoch Time,Time,Temp in C,Temp in F,Is_Day,Condition,Icon,Code,Wind Speed(mph),Wind Speed(kph),Wind Degree,Wind Direction,Pressure in MB,Pressure in IN,Precipitation in MM,Precipitation in IN,Humidity,Cloud,FeelsLike in C,FeelsLike in F,Windchill in C,Windchill in F,HeatIndex in C,HeatIndex in F,Dewpoint in C,Dewpoint in F,Will_it_rain,Chance_of_rain,Will_it_snow,Chance _of_snow,Visibility in KM,Visibility in Miles,Gust in Mph,Gust in Kph
Lucknow,1636914600,11/15/2021 0:00,19.4,66.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.4,5.4,314,NW,1012,29.87,0,0,45,0,19.4,66.9,19.4,66.9,19.4,66.9,7.1,44.8,0,0,0,0,10,6,6.9,11.2
Lucknow,1636918200,11/15/2021 1:00,19.1,66.3,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,2.5,4.1,329,NNW,1011,29.87,0,0,45,0,19.1,66.3,19.1,66.3,19.1,66.3,7.1,44.7,0,0,0,0,10,6,5.2,8.4
Lucknow,1636921800,11/15/2021 2:00,18.7,65.7,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,1.7,2.8,343,NNW,1011,29.86,0,0,46,0,18.7,65.7,18.7,65.7,18.7,65.7,7,44.7,0,0,0,0,10,6,3.5,5.6
Lucknow,1636925400,11/15/2021 3:00,18.4,65.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,0.9,1.4,358,N,1011,29.85,0,0,47,0,18.4,65.1,18.4,65.1,18.4,65.1,7,44.6,0,0,0,0,10,6,1.8,2.9
Lucknow,1636929000,11/15/2021 4:00,18.1,64.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,0.7,1.2,241,WSW,1011,29.87,0,0,48,0,18.1,64.5,18.1,64.5,18.1,64.5,7,44.5,0,0,0,0,10,6,1.5,2.4
Lucknow,1636932600,11/15/2021 5:00,17.7,63.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,0.6,1,124,SE,1012,29.88,0,0,49,0,17.7,63.9,17.7,63.9,17.7,63.9,6.9,44.5,0,0,0,0,10,6,1.2,1.9
Lucknow,1636936200,11/15/2021 6:00,17.4,63.3,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,0.4,0.7,7,N,1012,29.89,0,0,50,0,17.4,63.3,17.4,63.3,17.4,63.3,6.9,44.4,0,0,0,0,10,6,0.9,1.4
Lucknow,1636939800,11/15/2021 7:00,19.2,66.6,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,0.3,0.5,118,ESE,1013,29.91,0,0,46,0,19.2,66.6,19.2,66.6,19.6,67.3,7.2,44.9,0,0,0,0,10,6,0.6,1
Lucknow,1636943400,11/15/2021 8:00,21,69.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,0.1,0.2,228,SW,1013,29.92,0,0,42,0,21,69.8,21,69.8,21.9,71.4,7.4,45.4,0,0,0,0,10,6,0.3,0.5
Lucknow,1636947000,11/15/2021 9:00,22.8,73,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,0,0,339,NNW,1014,29.93,0,0,38,0,24.1,75.4,22.8,73,24.1,75.4,7.7,45.9,0,0,0,0,10,6,0,0
Lucknow,1636950600,11/15/2021 10:00,24.9,76.9,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,1,1.6,329,NNW,1013,29.91,0,0,34,0,25.3,77.6,24.9,76.9,25.3,77.6,7.9,46.2,0,0,0,0,10,6,1.1,1.8
Lucknow,1636954200,11/15/2021 11:00,27.1,80.7,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,1.9,3.1,319,NW,1012,29.89,0,0,30,0,26.6,79.8,27.1,80.7,26.6,79.8,8,46.5,0,0,0,0,10,6,2.2,3.6
Lucknow,1636957800,11/15/2021 12:00,29.2,84.6,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,2.9,4.7,309,NW,1011,29.86,0,0,27,0,27.8,82,29.2,84.6,27.8,82,8.2,46.8,0,0,0,0,10,6,3.4,5.4
Lucknow,1636961400,11/15/2021 13:00,29.2,84.6,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,4,6.4,314,NW,1010,29.84,0,0,27,0,27.8,82,29.2,84.6,27.8,82,8.2,46.8,0,0,0,0,10,6,4.5,7.3
Lucknow,1636965000,11/15/2021 14:00,29.3,84.7,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,5,8,320,NW,1010,29.82,0,0,27,0,27.8,82,29.3,84.7,27.8,82,8.2,46.8,0,0,0,0,10,6,5.7,9.2
Lucknow,1636968600,11/15/2021 15:00,29.3,84.7,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,6,9.7,325,NW,1009,29.8,0,0,27,0,27.8,82,29.3,84.7,27.8,82,8.2,46.8,0,0,0,0,10,6,6.9,11.2
Lucknow,1636972200,11/15/2021 16:00,27.8,82.1,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,6,9.6,326,NNW,1009,29.81,0,0,30,0,26.9,80.4,27.8,82.1,26.9,80.4,8.5,47.4,0,0,0,0,10,6,7.2,11.5
Lucknow,1636975800,11/15/2021 17:00,26.4,79.5,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,5.9,9.5,327,NNW,1010,29.82,0,0,33,0,26,78.8,26.4,79.5,26,78.8,8.9,48,0,0,0,0,10,6,7.4,11.9
Lucknow,1636979400,11/15/2021 18:00,24.9,76.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,5.8,9.4,328,NNW,1010,29.83,0,0,37,0,25.1,77.2,24.9,76.8,25.1,77.2,9.2,48.6,0,0,0,0,10,6,7.6,12.2
Lucknow,1636983000,11/15/2021 19:00,23.4,74.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,5.2,8.4,328,NNW,1010,29.84,0,0,37,0,23.5,74.4,23.4,74.1,23.5,74.4,7.9,46.2,0,0,0,0,10,6,7.9,12.7
Lucknow,1636986600,11/15/2021 20:00,21.9,71.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,4.6,7.4,328,NNW,1011,29.85,0,0,37,0,21.9,71.4,21.9,71.4,22,71.5,6.6,43.9,0,0,0,0,10,6,8.2,13.2
Lucknow,1636990200,11/15/2021 21:00,20.4,68.7,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,4,6.5,329,NNW,1011,29.87,0,0,37,0,20.4,68.7,20.4,68.7,20.4,68.7,5.3,41.5,0,0,0,0,10,6,8.5,13.7
Lucknow,1636993800,11/15/2021 22:00,20,68,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.8,6.1,334,NNW,1012,29.87,0,0,41,0,20,68,20,68,20,68,6.3,43.4,0,0,0,0,10,6,8,12.8
Lucknow,1636997400,11/15/2021 23:00,19.6,67.3,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.6,5.8,340,NNW,1012,29.87,0,0,45,0,19.6,67.3,19.6,67.3,19.6,67.3,7.4,45.3,0,0,0,0,10,6,7.5,12
Lucknow,1637001000,11/16/2021 0:00,19.2,66.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.4,5.4,346,NNW,1012,29.88,0,0,50,0,19.2,66.6,19.2,66.6,19.2,66.6,8.4,47.1,0,0,0,0,10,6,6.9,11.2
Lucknow,1637004600,11/16/2021 1:00,18.9,66,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.3,5.3,235,SW,1012,29.88,0,0,51,0,18.9,66,18.9,66,18.9,66,8.6,47.4,0,0,0,0,10,6,6.8,10.9
Lucknow,1637008200,11/16/2021 2:00,18.5,65.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.2,5.2,124,SE,1012,29.87,0,0,53,0,18.5,65.4,18.5,65.4,18.5,65.4,8.7,47.7,0,0,0,0,10,6,6.6,10.7
Lucknow,1637011800,11/16/2021 3:00,18.2,64.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.1,5,14,NNE,1012,29.87,0,0,55,0,18.2,64.8,18.2,64.8,18.2,64.8,8.9,48,0,0,0,0,10,6,6.5,10.4
Lucknow,1637015400,11/16/2021 4:00,17.9,64.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3,4.8,16,NNE,1012,29.89,0,0,56,0,17.9,64.2,17.9,64.2,17.9,64.2,9,48.1,0,0,0,0,10,6,6.2,10
Lucknow,1637019000,11/16/2021 5:00,17.5,63.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,2.8,4.6,18,NNE,1013,29.9,0,0,57,0,17.5,63.6,17.5,63.6,17.5,63.6,9,48.3,0,0,0,0,10,6,5.9,9.5
Lucknow,1637022600,11/16/2021 6:00,17.2,63,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,2.7,4.3,20,NNE,1013,29.91,0,0,59,0,17.2,63,17.2,63,17.2,63,9.1,48.4,0,0,0,0,10,6,5.6,9
Lucknow,1637026200,11/16/2021 7:00,18.9,66.1,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,2.5,4,27,NNE,1014,29.93,0,0,54,0,18.9,66.1,18.9,66.1,19.6,67.3,9.4,48.9,0,0,0,0,10,6,4.5,7.3
Lucknow,1637029800,11/16/2021 8:00,20.7,69.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,2.2,3.6,35,NE,1014,29.96,0,0,50,0,20.7,69.2,20.7,69.2,22,71.6,9.7,49.5,0,0,0,0,10,6,3.5,5.6
Lucknow,1637033400,11/16/2021 9:00,22.4,72.3,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,2,3.2,42,NE,1015,29.98,0,0,45,0,24.4,75.9,22.4,72.3,24.4,75.9,10,50,0,0,0,0,10,6,2.5,4
Lucknow,1637037000,11/16/2021 10:00,24.6,76.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,2,3.2,146,SSE,1014,29.95,0,0,41,0,25.6,78,24.6,76.2,25.6,78,10.1,50.1,0,0,0,0,10,6,2.4,3.8
Lucknow,1637040600,11/16/2021 11:00,26.7,80.1,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,2,3.2,250,WSW,1014,29.93,0,0,36,0,26.7,80.1,26.7,80.1,26.7,80.1,10.1,50.2,0,0,0,0,10,6,2.3,3.7
Lucknow,1637044200,11/16/2021 12:00,28.9,84,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,2,3.2,354,N,1013,29.91,0,0,31,0,27.9,82.2,28.9,84,27.9,82.2,10.2,50.4,0,0,0,0,10,6,2.2,3.6
